École nationale d'électronique et des télécommunications de Sfax (ENET'com)
École nationale d'ingénieurs de Bizerte (ENIB) 
École nationale d'ingénieurs de Carthage (ENICarthage) 
École nationale d'ingénieurs de Gabès (ENIG) 
École nationale d'ingénieurs de Monastir (ENIM) 
École nationale d'ingénieurs de Sfax (ENIS) 
École nationale d'ingénieurs de Sousse (ENISo) 
École nationale d'ingénieurs de Tunis (ENIT) 
École nationale des sciences de l'informatique (ENSI) 
École nationale des sciences et technologies avancées à Borj Cédria (ENSTA-B) 
École nationale supérieure d'ingénieurs de Tunis (ENSIT) 
École polytechnique de Tunisie (EPT) 
École supérieure de la statistique et de l'analyse de l'information (ESSAI) 
École supérieure des communications de Tunis (SUP'COM) 
Institut national agronomique de Tunisie (INAT) 
Institut national des sciences appliquées et de technologie (INSAT) 
Institut supérieur agronomique de Chott Meriem (ISACM) 
Institut supérieur d'informatique (ISI) 
Institut supérieur de l'informatique et des technologies de la communication de Hammam Sousse (ISITCOM) 
Institut supérieur d'informatique et de multimédia de Sfax (ISIMS) 
Institut supérieur des arts multimédia de La Manouba (ISAMM) 
Institut supérieur des sciences appliquées et de technologie de Sousse (ISSATSO)
Ecole Supérieure Privée d'Ingénieurs de Monastir (ESPRIMS)
Centrale Polytech Centrale Polytech de Tunis
Institut Supérieur Privé Polytechnique Tunis 
Ecole Supérieure Privée de Carthage des Sciences et d’Ingénierie Tunis
Ecole Supérieure Privée d’Ingénieurs et d’Etudes Technologiques de Tunis
Ecole Supérieure Internationale Privée de Tunis
Ecole Supérieure Privée d'Ingénierie et de Technologie Tunis
Ecole Méditerranéenne Supérieure Privée des Sciences Informatiques, d’Economie et de Gestion de Nabeul
Ecole Supérieure Privée des Sciences Appliquées et de Technologie de Gabès
Ecole Supérieure Privée d’Ingénierie, des Sciences et de Technologie de Sousse
Ecole Supérieure Polytechnique Privée de Sousse
Ecole Supérieure Privée Centrale Polytechnique Tunis
Faculté Méditerranéenne Privée des Sciences Informatiques, d’Economie et de Gestion de Tunis
Ecole Supérieure Privée de Technologie, d’Informatique et de Gestion de Sousse
Ecole Supérieure Privée d’Informatique et d’Administration des Affaires Tunis
Ecole Méditerranéenne Supérieure Privée Polytechnique
Ecole Internationale Supérieure Privée Polytechnique de Tunis
Ecole Supérieure Privée d’ingénieurs de Gafsa
Institut Supérieur Privé Méditerranéen de Technologie
Ecole Supérieure Privée d’ingénierie et de communication
Ecole Supérieure Polytechnique Privée de Monastir
Ecole Supérieure Privée d’ingénieurs de Monastir
Ecole Supérieure Privée de technologies et d’ingénierie
Ecole Supérieure Privée des Technologies de l’Information et de Management de Nabeul
Faculté Privée des sciences de l’informatique et de management de Nabeul
Institut International Supérieur Privé des Etudes Numériques et Audiovisuelles Tunis
Institut Supérieur Polytechnique Privé des Sciences Avancées du Sud  Sfax
"Institut International Privée de Technologie Sfax (IIT)
Institut International de Technologie Sfax (IIT)"
